CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn
2668,21.0,Female,Month-to-month,105.21618099477635,4449.486879734222,No,Fiber optic,42,No,Bank transfer,No
2669,48.0,Female,Month-to-month,83.48367983632093,1500.854479819018,Yes,Fiber optic,17,Yes,Mailed check,Yes
2670,49.0,Male,Month-to-month,46.01043242485999,1969.4778496667786,No,Fiber optic,43,No,Bank transfer,Yes
2671,29.0,Male,Month-to-month,43.48993753949078,2158.9545219086726,No,No,49,Yes,Credit card,Yes
2672,48.0,Female,One year,78.63493985351883,406.0572435624142,No,Fiber optic,5,No,Credit card,No
2673,43.0,Female,Month-to-month,84.81399992344873,56.70334274084949,No,Fiber optic,1,Yes,Mailed check,No
2674,31.0,Male,One year,80.94603999967846,5405.925363155103,No,No,67,Yes,Bank transfer,No
2675,24.0,Female,Month-to-month,74.79258237868406,1685.3802816588968,No,No,24,Yes,Electronic check,No
2676,18.0,Female,One year,82.95888291347106,2382.1705440655164,No,Fiber optic,29,Yes,Bank transfer,Yes
2677,45.0,Female,Month-to-month,20.0,378.5566891043266,No,Fiber optic,15,Yes,Electronic check,No
2678,20.0,Male,One year,62.01686758283467,239.44259241093394,Yes,Fiber optic,4,No,Mailed check,No
2679,41.0,Male,Month-to-month,28.50304610034661,1296.3616859484196,No,No,44,No,Credit card,No
2680,36.0,Female,Month-to-month,68.78384089606459,4482.340641599076,No,Fiber optic,65,Yes,Mailed check,Yes
2681,50.0,Male,One year,109.19397088811381,3406.2349962619446,Yes,DSL,31,Yes,Credit card,No
2682,35.0,Female,Month-to-month,42.73939327974661,954.5046802391752,No,DSL,20,No,Mailed check,No
2683,35.0,Female,Month-to-month,48.721312900817885,466.7876490646926,No,Fiber optic,10,No,Electronic check,Yes
2684,50.0,Male,One year,44.514495062736074,468.8877685512694,No,Fiber optic,11,Yes,Mailed check,No
2685,45.0,Male,One year,48.52278683427365,1413.0031167494226,Yes,Fiber optic,28,Yes,Bank transfer,Yes
2686,44.0,Male,Month-to-month,86.62158102526398,3287.594570102711,Yes,Fiber optic,38,Yes,Bank transfer,No
2687,47.0,Female,Month-to-month,93.61591541514213,2233.1520967224915,No,DSL,24,Yes,Electronic check,No
2688,19.0,Female,Month-to-month,114.0760204038076,4496.652600863157,No,DSL,39,Yes,Bank transfer,No
2689,51.0,Male,Month-to-month,39.84611795306409,2045.0799012736666,No,Fiber optic,51,Yes,Electronic check,No
2690,49.0,Male,Two year,90.51818561982684,4518.34604040712,Yes,DSL,50,Yes,Electronic check,No
2691,24.0,Male,Month-to-month,95.51107578535331,651.4929625948405,No,No,7,Yes,Credit card,No
2692,36.0,Female,Month-to-month,119.59889046385533,8090.5710321016195,No,DSL,68,No,Credit card,No
2693,39.0,Female,Two year,42.0853619638658,2153.1223288988535,No,Fiber optic,53,No,Mailed check,No
2694,37.0,Female,Month-to-month,20.0,795.5745006277039,No,DSL,37,No,Credit card,Yes
2695,45.0,Male,One year,61.678427013361194,3309.424462970647,Yes,DSL,54,Yes,Electronic check,No
2696,61.0,Male,Month-to-month,150.0,8164.818430525414,No,DSL,55,Yes,Credit card,No
2697,56.0,Female,Month-to-month,37.14211649041475,1240.5691667161655,No,Fiber optic,31,No,Bank transfer,Yes
2698,20.0,Male,Month-to-month,84.60774841635639,5503.837236731915,No,Fiber optic,65,Yes,Bank transfer,No
2699,49.0,Male,Month-to-month,20.0,1181.1176256086499,No,DSL,59,No,Mailed check,No
2700,59.0,Male,Month-to-month,124.44519753758357,5769.555983281545,No,DSL,47,Yes,Electronic check,No
2701,45.0,Male,Month-to-month,20.0,1009.0537387075772,Yes,Fiber optic,49,No,Mailed check,No
2702,56.0,Female,Month-to-month,20.0,333.44457160642105,No,Fiber optic,18,Yes,Mailed check,No
2703,70.0,Male,Month-to-month,72.96607267395505,192.45607470812988,No,DSL,3,Yes,Credit card,No
2704,55.0,Female,Month-to-month,73.55108638395087,1344.6100306064989,No,No,18,Yes,Mailed check,No
2705,43.0,Female,Month-to-month,112.57868350398178,6535.600855087316,No,DSL,58,Yes,Credit card,No
2706,55.0,Male,Month-to-month,95.48383971971714,6730.746085233014,No,No,71,Yes,Credit card,No
2707,42.0,Female,One year,20.0,428.78499572651003,Yes,DSL,25,Yes,Mailed check,Yes
2708,40.0,Female,Month-to-month,65.4439138361522,1186.258296301334,No,Fiber optic,18,No,Mailed check,No
2709,34.0,Male,Month-to-month,49.08732222465863,2556.4704920820914,No,Unknown,52,Yes,Electronic check,No
2710,63.0,Female,One year,29.948430401754116,1418.0837038134941,No,Fiber optic,43,No,Credit card,No
2711,27.0,Female,Month-to-month,83.01017741746888,5449.286807536405,No,Fiber optic,67,No,Bank transfer,No
2712,62.0,Female,One year,101.2894288741453,716.3875360107857,No,DSL,7,Yes,Electronic check,Yes
2713,47.0,Female,One year,45.84112562031116,1935.8572216830867,No,DSL,44,Yes,Credit card,No
2714,19.0,Female,Month-to-month,60.01449204994618,,No,DSL,44,Yes,Credit card,No
2715,45.0,Female,Month-to-month,62.014413030689056,3141.352590133378,No,Fiber optic,51,Yes,Credit card,No
2716,20.0,Female,Two year,50.16744612538731,1080.6165367517256,No,No,21,No,Credit card,Yes
2717,49.0,Female,Month-to-month,57.17847893028809,2144.102171009028,No,DSL,37,Yes,Credit card,No
2718,53.0,Male,One year,50.14822480413662,1472.390188164647,No,Fiber optic,28,Yes,Electronic check,No
2719,31.0,Male,Month-to-month,73.7390260598325,2371.976903043402,No,DSL,32,Yes,Credit card,Yes
2720,41.0,Male,Month-to-month,52.40671845549101,3036.4445570647085,Yes,DSL,57,Yes,Mailed check,No
2721,69.0,Female,Month-to-month,82.81277382286709,3464.108156317649,No,DSL,41,Yes,Bank transfer,No
2722,32.0,Female,Month-to-month,52.2967478160178,2836.9266027098374,No,DSL,54,No,Electronic check,No
2723,24.0,Female,Month-to-month,89.40221736093062,2472.5852814956693,No,DSL,27,Yes,Electronic check,No
2724,62.0,Male,One year,51.64946258478146,2076.6289985653298,No,No,40,No,Bank transfer,No
2725,69.0,Male,Two year,88.17208845682603,3614.7089428530517,No,No,41,Yes,Electronic check,Yes
2726,40.0,Male,One year,44.54226201043177,3085.7440194086194,Yes,No,70,Yes,Credit card,Yes
2727,55.0,Female,Month-to-month,96.56087627833844,2336.563224955003,No,No,24,Yes,Credit card,Yes
2728,60.0,Male,One year,20.0,377.1460724172169,No,Fiber optic,18,No,Bank transfer,No
2729,28.0,Male,One year,69.82461084850455,3927.9913357068244,No,DSL,56,Yes,Electronic check,No
2730,32.0,Female,Two year,52.98547029605143,851.7900639455969,No,Fiber optic,15,Yes,Mailed check,Yes
2731,58.0,Male,Month-to-month,68.6145603717226,4985.604455803666,Yes,Fiber optic,72,No,Bank transfer,No
2732,65.0,Female,One year,34.42033640224874,1130.9861365524223,Yes,Fiber optic,35,Yes,Electronic check,No
2733,48.0,Male,Month-to-month,64.16209190798284,1659.602645389123,Yes,Fiber optic,27,Yes,Electronic check,No
2734,26.0,Female,Month-to-month,36.719390404868605,116.32868204693803,Yes,Fiber optic,3,Yes,Bank transfer,No
2735,69.0,Female,Two year,62.85488780153481,1271.1416849993439,No,Fiber optic,21,Yes,Credit card,Yes
2736,32.0,Female,Month-to-month,60.06544186678722,,No,DSL,39,No,Bank transfer,No
2737,34.0,Female,Month-to-month,79.89768420352817,2511.1611635708355,Yes,Fiber optic,32,Yes,Bank transfer,No
2738,45.0,Female,One year,71.97427940249636,3603.5414875904917,No,DSL,50,Yes,Bank transfer,No
2739,63.0,Male,Month-to-month,126.34907180814858,1086.2062072635588,No,Unknown,9,Yes,Bank transfer,No
2740,52.0,Female,One year,54.701957337549985,2755.188058239375,No,No,50,Yes,Bank transfer,No
2741,46.0,Female,One year,66.02114071686883,12.530513485457469,No,Fiber optic,1,No,Credit card,No
2742,46.0,Female,Month-to-month,150.0,606.7910335630556,Yes,No,4,Yes,Mailed check,Yes
2743,40.0,Female,Month-to-month,63.29344210609969,168.83132777481222,No,Fiber optic,4,Yes,Credit card,No
2744,48.0,Male,One year,98.59664106751828,3295.7668541016656,No,DSL,34,No,Mailed check,Yes
2745,21.0,Female,Month-to-month,87.2964958435799,2392.295952477473,Yes,No,27,Yes,Credit card,No
2746,35.0,Male,Two year,140.04338560873686,2164.753737997633,Yes,DSL,15,Yes,Bank transfer,No
2747,43.0,Female,One year,27.08062847087097,912.1495936236148,No,No,32,Yes,Electronic check,No
2748,22.0,Female,Month-to-month,23.662578496434293,1008.057414258736,No,Fiber optic,41,No,Mailed check,No
2749,45.0,Male,Month-to-month,36.46361135822247,2662.9958843822874,No,No,71,No,Mailed check,No
2750,36.0,Male,Two year,75.18337327061515,4634.465486870944,No,No,61,Yes,Electronic check,No
2751,66.0,Male,Month-to-month,39.89793059998008,2437.0286028907794,No,DSL,63,Yes,Mailed check,Yes
2752,63.0,Female,Month-to-month,20.0,1267.6655336645124,No,No,61,Yes,Credit card,No
2753,33.0,Male,One year,42.26927094747088,638.6450833558245,Yes,Fiber optic,14,Yes,Mailed check,No
2754,37.0,Female,One year,81.05750021434277,1770.6705494189548,Yes,DSL,23,Yes,Credit card,No
2755,38.0,Male,One year,42.89213382941053,2754.324817605331,No,No,65,Yes,Bank transfer,No
2756,33.0,Male,Month-to-month,156.4085460779103,5084.024631588472,No,No,32,Yes,Mailed check,No
2757,42.0,Female,One year,36.23845783784468,1479.2988232637158,Yes,DSL,41,No,Mailed check,Yes
2758,28.0,Male,One year,70.42431838075302,1773.9938864808312,No,No,26,Yes,Mailed check,Yes
2759,23.0,Male,One year,58.27224707787576,2840.2472610691184,Yes,Fiber optic,48,Yes,Credit card,No
2760,49.0,Female,Two year,75.65440475477502,1196.6931958324142,No,DSL,16,Yes,Bank transfer,No
2761,49.0,Female,Month-to-month,78.66562446803907,2419.3184013274144,Yes,Fiber optic,31,Yes,Electronic check,Yes
2762,27.0,Female,One year,117.55589036170943,7802.372868155545,No,Fiber optic,66,Yes,Electronic check,No
2763,53.0,Male,Two year,90.6953789145754,2922.4414910926935,No,Fiber optic,32,No,Electronic check,Yes
2764,30.0,Male,Month-to-month,57.377011017618386,567.8667418088428,No,Fiber optic,10,Yes,Credit card,No
2765,43.0,Male,Month-to-month,88.38588220745025,2226.1944022264365,No,No,25,Yes,Electronic check,Yes
2766,52.0,Male,One year,92.5074491015771,4154.091803702103,No,No,45,Yes,Mailed check,Yes
2767,39.0,Male,Month-to-month,131.3489763622422,3198.070688775042,Yes,DSL,24,Yes,Bank transfer,No
2768,46.0,Female,Month-to-month,65.28600261334357,124.99518407297468,No,Fiber optic,3,Yes,Bank transfer,No
2769,32.0,Male,Month-to-month,67.51254841009866,4176.152188456224,No,DSL,62,No,Credit card,No
2770,37.0,Female,Month-to-month,109.36897888846624,7307.045943945309,No,Fiber optic,67,Yes,Mailed check,No
2771,36.0,Male,Month-to-month,20.0,1115.2810949315597,Yes,No,55,Yes,Electronic check,No
2772,28.0,Female,Month-to-month,63.86086054981742,582.2742569904334,Yes,DSL,10,Yes,Bank transfer,No
2773,37.0,Male,Two year,90.8299952105217,5070.641997114945,No,Fiber optic,55,No,Mailed check,Yes
2774,19.0,Male,One year,101.41638474867273,2194.070566228202,No,No,22,Yes,Mailed check,No
2775,32.0,Female,One year,20.0,332.93888684295024,Yes,Fiber optic,14,Yes,Credit card,No
2776,35.0,Male,Month-to-month,29.85197285684221,269.07476636384854,Yes,DSL,8,Yes,Credit card,Yes
2777,36.0,Female,One year,20.0,310.73680468535724,Yes,Fiber optic,15,Yes,Mailed check,No
2778,36.0,Male,One year,144.28225547364855,2176.5551634196245,Yes,No,15,Yes,Credit card,Yes
2779,39.0,Male,One year,76.13370064153294,3866.1197001678534,Yes,Fiber optic,52,Yes,Mailed check,Yes
2780,47.0,Female,Month-to-month,112.57041466472722,7854.720698016551,No,Fiber optic,70,Yes,Credit card,Yes
2781,53.0,Male,Month-to-month,70.87502318932567,3989.796668183405,No,Fiber optic,54,Yes,Bank transfer,No
2782,30.0,Female,One year,137.22952157932542,5774.293783674037,No,Fiber optic,42,Yes,Credit card,No
2783,21.0,Male,One year,41.70908963220866,813.0103267066951,No,Fiber optic,19,No,Mailed check,No
2784,24.0,Male,One year,58.98582591664967,,Yes,DSL,40,No,Bank transfer,No
2785,32.0,Male,Month-to-month,82.38491337089387,5672.391629149176,Yes,Fiber optic,69,No,Mailed check,No
2786,34.0,Male,Month-to-month,48.61738630876347,1294.8353059773106,No,No,27,Yes,Mailed check,No
2787,28.0,Male,One year,82.51498089468515,3511.117127629157,No,No,43,No,Credit card,Yes
2788,20.0,Male,Month-to-month,66.68041951142355,3496.1061549480237,No,Fiber optic,52,Yes,Bank transfer,No
2789,33.0,Male,One year,64.93233185314952,2965.5401343812946,Yes,Fiber optic,46,Yes,Mailed check,No
2790,42.0,Female,Two year,66.24151246267559,891.1467066595405,No,DSL,14,Yes,Electronic check,No
2791,48.0,Male,One year,91.16200089921986,5760.853571543686,No,DSL,64,Yes,Credit card,No
2792,31.0,Male,Month-to-month,59.7132885516409,3587.21934960658,No,No,61,No,Bank transfer,Yes
2793,33.0,Male,Month-to-month,36.401594145207305,2062.127563453031,No,DSL,58,Yes,Bank transfer,Yes
2794,26.0,Female,One year,72.0150698870313,3511.6175562203466,No,DSL,49,Yes,Mailed check,No
2795,39.0,Female,One year,50.98252460330178,1453.7512757400455,No,Fiber optic,29,No,Bank transfer,No
2796,27.0,Male,Month-to-month,40.02364706221539,1009.2754276538712,No,Fiber optic,26,Yes,Bank transfer,No
2797,48.0,Male,Month-to-month,20.0,455.810969009871,No,Fiber optic,27,Yes,Electronic check,No
2798,19.0,Male,Month-to-month,97.93396681263113,6511.294533861509,No,Fiber optic,67,Yes,Bank transfer,No
2799,34.0,Female,One year,89.87496646893132,6028.012773978592,No,Fiber optic,67,Yes,Electronic check,No
2800,44.0,Male,One year,112.22238753894773,4000.7376562502054,Yes,DSL,35,No,Credit card,Yes
2801,42.0,Female,Two year,70.08325149496069,4285.027323022074,Yes,No,60,Yes,Credit card,No
2802,80.0,Male,Month-to-month,102.35655238959075,6343.73696852312,No,No,61,Yes,Credit card,No
2803,45.0,Female,One year,41.68996555062475,2931.4631121003163,No,Fiber optic,70,Yes,Bank transfer,No
2804,24.0,Female,Month-to-month,20.0,57.22637736966533,No,Fiber optic,3,Yes,Credit card,Yes
2805,38.0,Male,Month-to-month,47.45032329668821,1597.568089979258,Yes,DSL,33,No,Electronic check,No
2806,21.0,Male,One year,63.82169014869204,2662.603619889074,No,Fiber optic,42,Yes,Bank transfer,No
2807,38.0,Male,Month-to-month,80.81367032292414,1090.7155696353102,Yes,Fiber optic,13,Yes,Bank transfer,No
2808,27.0,Male,Month-to-month,108.42560809308758,3136.3030364073084,No,DSL,29,Yes,Electronic check,No
2809,53.0,Male,One year,79.66241138142945,730.8042382914872,No,Fiber optic,9,Yes,Electronic check,Yes
2810,31.0,Male,Month-to-month,137.72190274246265,4370.641564096264,Yes,Fiber optic,32,No,Electronic check,No
2811,38.0,Male,Month-to-month,73.59460070893597,1667.3084008334001,Yes,No,22,Yes,Credit card,No
2812,30.0,Female,Month-to-month,73.02206350311974,4186.026558290169,No,DSL,58,Yes,Bank transfer,No
2813,66.0,Male,Month-to-month,80.14607916613723,4536.520078685403,No,Fiber optic,57,No,Mailed check,Yes
2814,35.0,Male,Two year,81.36857455357259,796.8795027365129,No,DSL,10,Yes,Mailed check,No
2815,67.0,Female,Month-to-month,80.93765513400069,1981.61711780982,No,DSL,25,Yes,Bank transfer,No
2816,52.0,Male,One year,49.54866022162936,3100.339516798394,No,Fiber optic,62,Yes,Bank transfer,No
2817,47.0,Male,Month-to-month,95.56578245488052,6027.13942363799,No,Fiber optic,63,No,Electronic check,No
2818,45.0,Male,Month-to-month,145.17055953107445,386.70602325546355,Yes,Fiber optic,3,Yes,Credit card,No
2819,45.0,Male,Month-to-month,43.510480554771675,2018.9249667859433,No,Fiber optic,47,Yes,Electronic check,No
2820,20.0,Female,One year,68.76284453088442,3788.9604749094337,No,No,55,Yes,Electronic check,No
2821,35.0,Female,Month-to-month,28.816274758621468,759.6343315196144,Yes,Fiber optic,26,No,Mailed check,No
2822,52.0,Male,One year,92.55763928210916,1155.5047241369073,No,No,13,No,Credit card,No
2823,39.0,Male,Month-to-month,92.52881682246633,648.5199984158904,No,DSL,7,Yes,Bank transfer,No
2824,18.0,Female,Two year,24.87899904367729,877.0467156127831,No,No,34,No,Bank transfer,No
2825,39.0,Male,One year,30.626435715842234,658.6157184801556,No,DSL,22,Yes,Mailed check,No
2826,65.0,Female,One year,30.0,638.7137951953962,No,DSL,23,Yes,Electronic check,No
2827,58.0,Female,One year,117.11138723749924,5687.957718487544,No,DSL,48,Yes,Credit card,No
2828,39.0,Female,One year,44.838502515520446,659.1748866078374,Yes,Fiber optic,14,Yes,Electronic check,No
2829,54.0,Male,One year,65.97366395712368,3409.862501964535,No,DSL,52,Yes,Credit card,No
2830,34.0,Male,Month-to-month,59.00037841907231,2305.7838497251214,Yes,DSL,39,No,Electronic check,No
2831,21.0,Male,Month-to-month,99.65344065537623,4068.0155940969653,No,Fiber optic,41,Yes,Credit card,No
2832,26.0,Female,One year,89.80667315195346,3183.554282822629,No,Fiber optic,36,No,Electronic check,No
2833,63.0,Male,Month-to-month,88.2046277410204,563.3741496005819,No,Fiber optic,6,Yes,Mailed check,No
2834,35.0,Male,Month-to-month,45.638314243679915,1132.9795437761643,No,Fiber optic,23,No,Credit card,No
2835,36.0,Female,Month-to-month,90.43693827803094,949.657758996586,No,No,10,Yes,Electronic check,No
2836,35.0,Male,Month-to-month,97.8531217284268,5883.484641585487,No,No,60,Yes,Credit card,No
2837,68.0,Male,One year,89.5509110434208,2670.690168643946,No,DSL,30,Yes,Electronic check,No
2838,64.0,Male,Month-to-month,31.328136051158815,2059.8696972072494,No,No,70,Yes,Mailed check,No
2839,73.0,Female,Two year,36.10769002806142,259.0225728880822,Yes,DSL,5,No,Credit card,No
2840,37.0,Male,Two year,122.11371570547101,6927.159187640187,No,Fiber optic,57,Yes,Electronic check,No
2841,44.0,Female,Two year,128.31837691001522,5559.36620391056,Yes,No,43,Yes,Mailed check,No
2842,20.0,Female,Month-to-month,67.9006848896313,3577.9046522982294,No,Fiber optic,52,Yes,Electronic check,No
2843,62.0,Female,Month-to-month,67.86186302954455,452.8273490632947,No,No,6,No,Bank transfer,Yes
2844,22.0,Male,Two year,74.72244419598657,79.49950524453604,No,No,2,Yes,Electronic check,No
2845,43.0,Male,Two year,87.37012101940446,1534.4418400053594,Yes,No,17,Yes,Bank transfer,Yes
2846,23.0,Male,One year,26.724906870294433,296.9517377348596,No,Fiber optic,12,No,Mailed check,Yes
2847,31.0,Female,Month-to-month,76.91256503091003,3379.679958897675,No,No,44,No,Electronic check,Yes
2848,27.0,Female,Month-to-month,39.07745515879053,2104.1970306334993,No,DSL,54,No,Credit card,No
2849,30.0,Male,One year,69.39275575934533,454.948404344321,No,Fiber optic,7,Yes,Credit card,No
2850,31.0,Female,Month-to-month,43.48509181513406,1376.596669303838,No,Fiber optic,32,Yes,Credit card,Yes
2851,31.0,Male,One year,50.55148872090833,,Yes,No,29,No,Credit card,No
2852,52.0,Male,One year,75.44762232123476,3423.5774958911325,No,DSL,46,No,Electronic check,No
2853,23.0,Male,One year,51.480889899435496,2646.830734159772,Yes,No,53,No,Electronic check,No
2854,43.0,Male,Month-to-month,37.03451316997948,970.5463971991621,Yes,No,25,Yes,Bank transfer,No
2855,58.0,Male,Month-to-month,113.60527905865078,6035.524086555799,Yes,No,53,Yes,Electronic check,Yes
2856,32.0,Male,Two year,37.46371669025785,993.2897981890255,No,DSL,29,No,Mailed check,No
2857,29.0,Male,One year,20.0,140.31755482224506,No,No,6,No,Credit card,No
2858,36.0,Female,One year,87.06294388749276,3299.299107856066,Yes,Fiber optic,38,Yes,Electronic check,No
2859,57.0,Male,One year,61.3096027008892,118.81883902042269,No,DSL,3,Yes,Mailed check,No
2860,42.0,Female,One year,103.67980776211382,,No,No,35,Yes,Bank transfer,No
2861,32.0,Female,One year,74.74549008390788,4129.465220491656,Yes,DSL,55,No,Mailed check,No
2862,47.0,Male,Month-to-month,108.11964633077218,5031.993624076046,No,DSL,47,Yes,Bank transfer,No
2863,23.0,Female,Month-to-month,125.91394599705868,4104.290731835225,No,DSL,33,No,Credit card,Yes
2864,50.0,Female,Month-to-month,77.60333947265467,204.47618776558775,No,DSL,3,Yes,Bank transfer,Yes
2865,46.0,Female,Month-to-month,34.728188148926435,2349.015040152749,Yes,Fiber optic,69,Yes,Bank transfer,No
2866,35.0,Male,Month-to-month,74.37890525253076,4333.242425866109,Yes,No,59,Yes,Mailed check,No
2867,27.0,Male,Month-to-month,87.6754645111078,1522.191716163969,No,No,18,No,Credit card,Yes
2868,26.0,Male,One year,100.1090693040666,6628.8465197229125,No,Fiber optic,66,Yes,Mailed check,Yes
2869,48.0,Male,Month-to-month,74.11881626047966,1807.6232776346894,No,Fiber optic,25,Yes,Credit card,No
2870,58.0,Male,Month-to-month,53.1837675961668,1117.7810563916287,No,DSL,20,Yes,Mailed check,No
2871,30.0,Female,Month-to-month,42.79636738129132,3146.37306540676,No,Fiber optic,71,Yes,Electronic check,Yes
2872,46.0,Female,One year,66.50337743391789,4580.591759193649,Yes,No,69,Yes,Mailed check,No
2873,19.0,Male,Month-to-month,24.969866563042864,824.9795086045438,Yes,DSL,29,Yes,Bank transfer,No
2874,31.0,Female,Month-to-month,81.83142581736878,1500.0823455072168,Yes,DSL,18,Yes,Mailed check,No
2875,39.0,Female,Month-to-month,75.31948436420247,5431.112466621226,Yes,No,72,Yes,Bank transfer,No
2876,26.0,Female,One year,75.17038681314072,2026.4961643038996,Yes,Fiber optic,27,Yes,Mailed check,Yes
2877,25.0,Female,Two year,91.52880453452956,3746.4393145108847,No,DSL,42,No,Mailed check,No
2878,29.0,Male,Two year,113.5291287621973,7470.405085377404,Yes,No,66,Yes,Bank transfer,Yes
2879,44.0,Male,Month-to-month,67.88706318863888,1708.827116107061,No,DSL,26,Yes,Credit card,No
2880,37.0,Male,One year,72.30799827339031,1706.8461024613243,Yes,No,23,No,Mailed check,No
2881,19.0,Female,Month-to-month,58.91003956072472,380.2082534305345,No,Fiber optic,5,Yes,Electronic check,No
2882,21.0,Female,Month-to-month,86.54533719550662,962.7268307851617,No,Fiber optic,11,Yes,Electronic check,Yes
2883,30.0,Male,Month-to-month,69.77150997763341,1338.2523809515592,Yes,Fiber optic,19,Yes,Bank transfer,No
2884,46.0,Male,Month-to-month,104.65179003156518,1303.94757441025,No,DSL,12,No,Bank transfer,Yes
2885,19.0,Female,One year,104.02140782595535,213.96784779042002,No,Fiber optic,2,Yes,Bank transfer,No
2886,32.0,Male,Month-to-month,79.48225020225537,3477.888809251476,No,DSL,43,Yes,Electronic check,No
2887,32.0,Male,Month-to-month,67.61165681921074,1605.7028917721107,Yes,DSL,22,No,Bank transfer,No
2888,60.0,Female,Month-to-month,61.80257657582063,1679.0791642274717,No,Fiber optic,26,Yes,Bank transfer,No
2889,34.0,Female,Month-to-month,84.41099572362329,2754.429041294827,Yes,DSL,33,Yes,Credit card,No
2890,45.0,Male,One year,84.49079977172566,2069.752423274998,No,Fiber optic,24,Yes,Electronic check,No
2891,42.0,Female,One year,61.79101780469759,4230.190208366402,Yes,Fiber optic,69,No,Credit card,No
2892,18.0,Male,One year,78.65329677183989,1640.6727533396581,No,DSL,21,Yes,Credit card,No
2893,51.0,Female,Month-to-month,46.7733417353533,2233.7598887931713,No,DSL,46,Yes,Bank transfer,No
2894,43.0,Female,Month-to-month,83.52787358636387,1453.6485408943668,No,No,18,No,Credit card,Yes
2895,47.0,Male,Month-to-month,49.29429838324546,226.65454579142892,No,DSL,5,Yes,Mailed check,No
2896,98.0,Female,Two year,93.16106942270261,802.4089352463811,No,Fiber optic,8,Yes,Mailed check,No
2897,19.0,Male,Two year,60.49857006581624,3405.56748117957,No,DSL,57,Yes,Mailed check,No
2898,65.0,Female,One year,120.21532779304111,505.20756519630976,No,DSL,5,No,Credit card,No
2899,35.0,Male,Month-to-month,71.17293986801207,850.6684585073567,No,Fiber optic,13,Yes,Mailed check,Yes
2900,44.0,Female,Month-to-month,77.13894675699665,5060.733761446275,No,No,66,No,Electronic check,Yes
2901,39.0,Female,Month-to-month,28.040142846313906,1035.5401700294901,No,Fiber optic,37,Yes,Mailed check,No
2902,33.0,Male,One year,112.19629441530026,3238.518401609048,No,Fiber optic,29,Yes,Mailed check,Yes
2903,31.0,Female,One year,68.86195913117126,4725.881172756636,Yes,Fiber optic,69,Yes,Credit card,No
2904,44.0,Male,One year,122.18513789614191,3913.7703322053912,No,Fiber optic,32,Yes,Electronic check,No
2905,18.0,Female,One year,71.4473106425267,3404.6272887171317,Yes,Fiber optic,48,Yes,Credit card,No
2906,51.0,Female,Month-to-month,63.576192451935626,92.33574114335923,Yes,DSL,2,Yes,Electronic check,Yes
2907,33.0,Male,Month-to-month,54.65579031176961,3782.7423589862155,No,Fiber optic,69,Yes,Electronic check,Yes
2908,23.0,Female,Month-to-month,89.2654838529859,4558.295375934359,Yes,DSL,51,Yes,Credit card,Yes
2909,33.0,Female,Month-to-month,85.62270320144384,3047.5906874480443,No,Fiber optic,35,Yes,Mailed check,Yes
2910,58.0,Male,Month-to-month,29.9789611354447,550.6377053249711,No,Fiber optic,15,No,Bank transfer,No
2911,31.0,Female,One year,52.93328771130176,3705.752678285417,No,No,72,Yes,Bank transfer,Yes
2912,45.0,Male,One year,91.67452730698204,5984.806262633192,No,Fiber optic,65,No,Mailed check,Yes
2913,29.0,Male,Month-to-month,50.66572689353852,1933.2481523826873,No,Fiber optic,38,Yes,Bank transfer,No
2914,51.0,Male,Month-to-month,45.48889207051606,837.2225364659477,Yes,Fiber optic,17,No,Bank transfer,No
2915,50.0,Female,Month-to-month,75.88731550706186,3389.564520924856,No,Fiber optic,45,Yes,Electronic check,No
2916,67.0,Female,One year,72.61435008149785,53.76403638500834,Yes,DSL,1,Yes,Credit card,No
2917,37.0,Male,Month-to-month,56.08038145806487,103.67215708502415,No,DSL,3,Yes,Credit card,No
2918,50.0,Female,Month-to-month,123.02158997978454,8662.768129477708,Yes,Fiber optic,70,Yes,Mailed check,No
2919,41.0,Male,One year,65.52968151044197,3414.3435355754214,Yes,No,52,Yes,Mailed check,No
2920,59.0,Female,Month-to-month,32.05017531216878,1754.9771087736153,Yes,Fiber optic,53,Yes,Credit card,No
2921,29.0,Male,Month-to-month,21.432649090824412,42.75811828968368,Yes,Fiber optic,3,Yes,Bank transfer,No
2922,51.0,Male,One year,100.6742838275819,4698.099983408882,No,DSL,47,Yes,Mailed check,No
2923,37.0,Female,One year,37.07821758073041,258.83009269383905,No,Fiber optic,6,Yes,Electronic check,No
2924,39.0,Male,One year,70.91324678284441,3245.080148847801,No,No,46,Yes,Credit card,No
2925,41.0,Male,Month-to-month,43.78067403195626,2702.1839369386507,Yes,DSL,61,No,Bank transfer,No
2926,43.0,Female,Month-to-month,66.93665298649901,2903.8201956790076,No,Fiber optic,43,Yes,Electronic check,No
2927,38.0,Male,One year,80.43960723395865,4509.962908371881,Yes,DSL,56,No,Credit card,Yes
2928,43.0,Male,Month-to-month,29.03374433587652,2001.9850820627532,No,No,70,No,Credit card,No
2929,63.0,Female,One year,56.32895173078634,1144.4663722453718,No,Fiber optic,20,Yes,Bank transfer,Yes
2930,54.0,Male,One year,49.792291376822476,2302.2967524581045,No,DSL,47,Yes,Mailed check,No
2931,53.0,Male,Two year,41.038916011304046,2220.988309038322,No,DSL,54,No,Electronic check,No
